"vOTU","GENOME_LENGTH","CHECKV_QUALITY","LIFE_CYCLE","TOTAL_METAGENOME_PRESENCE","METATRANSCRIPTOME_PRESENCE","DNA_VIROME_PRESENCE","HOST_GENBANK_ACCESSION","HOST_GENUS","HOST_NAME","VC","SUBCLUSTER","REF_PHAGES_IN_VC","VC_IDENTITY","FAMILY","SPECIES","C1RH","C1S","C2RH","C2S","C3RH","C3S","C4RH","C4S","V1RH","V1S","V2RH","V2S","V3RH","V3S","V4RH","V4S"
"dsDNA_phage_625",15122,"Not-determined","LYTIC",0,1,0,"GCA_000176855.2","Acidovorax","Acidovorax avenae subsp. avenae ATCC 19860",1448,0,"NO","VC",NA,NA,657,0,303,0,342,0,657,0,0,0,0,0,0,0,0,0
"dsDNA_phage_626",15060,"Not-determined","LYTIC",0,1,0,"GCA_000176855.2","Acidovorax","Acidovorax avenae subsp. avenae ATCC 19860",NA,NA,NA,NA,NA,NA,1398,0,826,0,903,0,1432,0,0,0,0,0,0,0,0,0
"dsDNA_phage_627",17695,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_628",10775,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_629",10183,"High-quality","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_63",11304,"Low-quality","LYTIC",1,0,0,"GCA_002777535.1","Streptomyces","Streptomyces peucetius subsp. caesius ATCC 27952",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,236,0,0,0,0
"dsDNA_phage_630",18570,"Not-determined","LYTIC",0,1,0,"GCA_000015665.1","Prochlorococcus","Prochlorococcus marinus str. MIT 9515",1520,0,"NO","OUTLIER",NA,NA,125,0,80,0,0,0,0,0,55,0,0,0,158,0,0,0
"dsDNA_phage_631",10461,"High-quality","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_632",12433,"Not-determined","LYTIC",0,1,0,"GCA_000317475.1","Oscillatoria","Oscillatoria nigro-viridis PCC 7112",1450,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_633",11607,"Not-determined","LYTIC",0,1,0,"GCA_002007605.1","Cellvibrio","Cellvibrio sp. PSBB023",1444,0,"NO","OUTLIER",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_634",11397,"Not-determined","LYTIC",0,1,0,"GCA_002162135.1","Cellvibrio","Cellvibrio sp. PSBB006",1441,0,"NO","OUTLIER",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_635",10778,"High-quality","LYTIC",0,1,0,NA,NA,NA,1454,0,"NO","OUTLIER",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_636",10685,"Medium-quality","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_637",10623,"High-quality","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_638",10424,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_639",10402,"High-quality","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_64",15176,"Not-determined","LYTIC",1,0,0,"GCA_001189295.1","Chondromyces","Chondromyces crocatus",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,499,0,0,0,0,0,0,0,652
"dsDNA_phage_640",10322,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_641",10197,"Not-determined","LYTIC",0,1,0,"GCA_000147715.3","Mesotoga","Mesotoga prima MesG1.Ag.4.2",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_642",10055,"High-quality","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_643",10448,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_644",10438,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_645",10433,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_646",10270,"Not-determined","LYTIC",0,1,0,"GCA_002007605.1","Cellvibrio","Cellvibrio sp. PSBB023",1450,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_647",10252,"High-quality","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_648",10202,"Medium-quality","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_649",21547,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_65",104141,"Low-quality","LYTIC",1,0,0,NA,NA,NA,163,0,"NO","OUTLIER",NA,NA,4904,0,1406,0,0,0,0,0,0,0,2650,0,1644,0,0,0
"dsDNA_phage_650",10575,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_651",10300,"High-quality","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_652",10254,"High-quality","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_653",11396,"Low-quality","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_654",10285,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_655",10470,"Low-quality","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_656",10239,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_657",30161,"Not-determined","LYTIC",0,1,0,NA,NA,NA,1521,0,"NO","OUTLIER",NA,NA,136,0,60,0,31,0,0,0,59,0,0,0,131,0,0,0
"dsDNA_phage_658",21885,"Not-determined","LYTIC",0,1,0,NA,NA,NA,1512,0,"NO","OUTLIER",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_659",10106,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_66",10422,"Low-quality","LYTIC",1,0,0,"GCA_001718975.1","Burkholderia","Burkholderia ubonensis",1461,0,"NO","VC",NA,NA,135,133,0,0,0,0,0,0,98,108,0,0,0,0,0,0
"dsDNA_phage_660",12783,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_661",12363,"Not-determined","LYTIC",0,1,0,"GCA_002257565.1","Herbaspirillum","Herbaspirillum sp. meg3",1450,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_662",13518,"Not-determined","LYTIC",0,1,0,"GCA_000219215.1","Cupriavidus","Cupriavidus necator N-1",NA,NA,NA,NA,NA,NA,1722,0,1049,0,1116,0,1357,0,0,0,0,0,0,0,0,0
"dsDNA_phage_663",13004,"Not-determined","LYTIC",0,1,0,"GCA_000263795.2","Hydrogenophaga","Hydrogenophaga sp. PBC",1503,0,"NO","VC",NA,NA,586,0,0,0,0,0,409,0,0,0,0,0,0,0,0,0
"dsDNA_phage_664",11730,"Not-determined","LYTIC",0,1,0,"GCA_001887695.1","Bradyrhizobium","Bradyrhizobium japonicum",1444,0,"NO","OUTLIER",NA,NA,393,0,262,0,129,0,321,0,0,0,0,0,0,0,0,0
"dsDNA_phage_665",11521,"Not-determined","LYTIC",0,1,0,"GCA_001580455.1","Ramlibacter","Ramlibacter tataouinensis",1510,0,"NO","OUTLIER",NA,NA,169,0,150,0,135,72,265,106,0,0,0,0,0,0,0,0
"dsDNA_phage_666",23964,"Not-determined","LYTIC",0,1,0,"GCA_000176855.2","Acidovorax","Acidovorax avenae subsp. avenae ATCC 19860",1519,0,"NO","OUTLIER",NA,NA,3224,0,2593,0,1901,1341,4533,1278,0,0,0,0,2711,0,0,0
"dsDNA_phage_667",23755,"Not-determined","LYTIC",0,1,0,"GCA_001580455.1","Ramlibacter","Ramlibacter tataouinensis",1508,0,"NO","OUTLIER",NA,NA,372,0,266,0,269,0,376,0,0,0,0,0,0,0,0,0
"dsDNA_phage_668",22578,"Not-determined","TEMPERATE",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,833,0,0,0,375,0,1266,0,0,0,0,0,0,0,0,0
"dsDNA_phage_669",39904,"Not-determined","LYTIC",0,1,0,"GCA_000263795.2","Hydrogenophaga","Hydrogenophaga sp. PBC",1522,0,"NO","VC",NA,NA,4277,0,2431,0,2530,0,2605,331,0,0,0,0,0,0,0,0
"dsDNA_phage_67",14063,"Low-quality","LYTIC",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,255,0,0,0,0,0,0,0,0,0,258,230,0
"dsDNA_phage_670",25251,"Not-determined","LYTIC",0,1,0,"GCA_000463015.1","Variovorax","Variovorax paradoxus B4",1508,0,"NO","OUTLIER",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_671",21558,"Not-determined","LYTIC",0,1,0,"GCA_001854305.1","Cupriavidus","Cupriavidus sp. USMAA2-4",NA,NA,NA,NA,NA,NA,2735,0,2180,0,1843,0,2891,0,0,0,0,0,0,0,0,0
"dsDNA_phage_672",20344,"Not-determined","LYTIC",0,1,0,"GCA_900198195.1","Tenacibaculum","Tenacibaculum jejuense",1450,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_673",10358,"Not-determined","LYTIC",0,1,0,"GCA_001955695.1","Rhodoferax","Rhodoferax koreense",1263,0,"NO","OUTLIER",NA,NA,575,0,527,0,351,238,741,245,0,0,0,0,0,0,0,0
"dsDNA_phage_674",10201,"Medium-quality","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_675",17622,"Not-determined","LYTIC",0,1,0,"GCA_001263205.1","Labilithrix","Labilithrix luteola",1502,0,"NO","VC",NA,NA,1140,0,1027,0,404,0,1778,0,1042,0,0,0,691,0,0,0
"dsDNA_phage_676",11653,"Not-determined","LYTIC",0,1,0,"GCA_000215705.1","Ramlibacter","Ramlibacter tataouinensis TTB310",1523,0,"NO","VC",NA,NA,324,0,252,0,147,0,207,0,0,0,0,0,0,0,0,0
"dsDNA_phage_677",11576,"Not-determined","TEMPERATE",0,1,0,"GCA_000463015.1","Variovorax","Variovorax paradoxus B4",1524,0,"NO","VC",NA,NA,877,0,573,0,806,0,1067,43,0,0,0,0,0,0,0,0
"dsDNA_phage_678",11553,"Not-determined","LYTIC",0,1,0,"GCA_000263795.2","Hydrogenophaga","Hydrogenophaga sp. PBC",1513,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_679",11266,"Not-determined","LYTIC",0,1,0,"GCA_000176855.2","Acidovorax","Acidovorax avenae subsp. avenae ATCC 19860",NA,NA,NA,NA,NA,NA,1891,0,1330,0,988,0,1017,0,0,0,0,0,0,0,0,0
"dsDNA_phage_68",13709,"Low-quality","LYTIC",1,0,0,"GCA_000147815.3","Streptomyces","Streptomyces violaceusniger Tu 4113",609,0,"NO","OUTLIER",NA,NA,0,0,0,0,386,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_680",11253,"Not-determined","LYTIC",0,1,0,"GCA_000176855.2","Acidovorax","Acidovorax avenae subsp. avenae ATCC 19860",1525,0,"NO","OUTLIER",NA,NA,487,0,391,0,323,0,415,0,0,0,0,0,0,0,0,0
"dsDNA_phage_681",15678,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_682",13504,"Not-determined","LYTIC",0,1,0,"GCA_000463015.1","Variovorax","Variovorax paradoxus B4",1481,0,"NO","OUTLIER",NA,NA,1297,0,1110,0,686,0,1611,0,0,0,0,0,1382,0,0,0
"dsDNA_phage_683",12904,"Not-determined","LYTIC",0,1,0,"GCA_000215705.1","Ramlibacter","Ramlibacter tataouinensis TTB310",1526,0,"NO","VC",NA,NA,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_684",21720,"Not-determined","LYTIC",0,1,0,"GCA_000024905.1","Thermanaerovibrio","Thermanaerovibrio acidaminovorans DSM 6589",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_685",17196,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_686",16572,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_687",16408,"Not-determined","LYTIC",0,1,0,"GCA_000024905.1","Thermanaerovibrio","Thermanaerovibrio acidaminovorans DSM 6589",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_688",15299,"Not-determined","LYTIC",0,1,0,"GCA_000017405.1","Ochrobactrum","Ochrobactrum anthropi ATCC 49188",1450,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_689",14755,"Not-determined","LYTIC",0,1,0,"GCA_001653795.1","Mitsuaria","Mitsuaria sp. 7",1450,0,"NO","VC",NA,NA,0,0,0,0,0,289,669,0,1097,464,389,0,530,0,284,529
"dsDNA_phage_69",10283,"Low-quality","TEMPERATE",1,0,0,"GCA_002214645.1","Diaphorobacter","Diaphorobacter polyhydroxybutyrativorans",NA,NA,NA,NA,NA,NA,0,0,331,0,262,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_690",13575,"Not-determined","LYTIC",0,1,0,NA,NA,NA,1450,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_691",12398,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_692",10051,"High-quality","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_693",11303,"High-quality","TEMPERATE",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,476,0,386,0,0,0,292,0,375,0,370,0,507,0,0,0
"dsDNA_phage_694",10386,"Not-determined","LYTIC",0,1,0,"GCA_002777535.1","Streptomyces","Streptomyces peucetius subsp. caesius ATCC 27952",1450,0,"NO","VC",NA,NA,0,0,0,0,0,240,0,0,187,0,0,0,0,0,0,0
"dsDNA_phage_695",22328,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_696",10325,"Not-determined","LYTIC",0,1,0,"GCA_000463015.1","Variovorax","Variovorax paradoxus B4",1527,0,"NO","VC",NA,NA,153,0,91,0,84,0,220,24,0,0,0,0,0,0,0,0
"dsDNA_phage_697",10309,"Not-determined","LYTIC",0,1,0,"GCA_000832305.1","Cupriavidus","Cupriavidus basilensis",NA,NA,NA,NA,NA,NA,61,0,56,0,52,0,163,0,0,0,0,0,0,0,0,0
"dsDNA_phage_698",10259,"Not-determined","LYTIC",0,1,0,NA,NA,NA,1502,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_699",10220,"Not-determined","LYTIC",0,1,0,"GCA_001618865.1","Luteitalea","Luteitalea pratensis",1450,0,"NO","VC",NA,NA,0,0,259,0,0,192,387,0,0,0,0,0,0,0,0,0
"dsDNA_phage_7",10668,"Not-determined","LYTIC",1,0,0,"GCA_001484565.1","Streptomyces","Streptomyces sp. CdTB01",NA,NA,NA,NA,NA,NA,0,0,0,140,0,139,0,106,0,0,0,0,0,0,0,0
"dsDNA_phage_70",19364,"Low-quality","LYTIC",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_700",10180,"Not-determined","LYTIC",0,1,0,"GCA_000263795.2","Hydrogenophaga","Hydrogenophaga sp. PBC",NA,NA,NA,NA,NA,NA,2472,0,1921,0,1261,731,1843,651,0,0,0,0,0,0,0,0
"dsDNA_phage_701",11143,"Complete","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_702",26339,"Not-determined","LYTIC",0,1,0,NA,NA,NA,1518,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_703",26033,"Low-quality","TEMPERATE",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_704",21188,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_705",18809,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_706",17942,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_707",16853,"Not-determined","TEMPERATE",0,1,0,"GCA_001580455.1","Ramlibacter","Ramlibacter tataouinensis",1515,0,"NO","VC",NA,NA,794,0,0,0,0,0,792,0,0,0,0,0,0,0,0,0
"dsDNA_phage_708",16349,"Not-determined","LYTIC",0,1,0,"GCA_001190945.1","Luteipulveratus","Luteipulveratus mongoliensis",1450,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_709",11230,"Not-determined","LYTIC",0,1,0,"GCA_001431805.1","Flavobacterium","Flavobacterium psychrophilum",1450,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_71",40352,"Low-quality","LYTIC",1,0,0,"GCA_000816465.4","Streptomyces","Streptomyces pluripotens",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2387,0
"dsDNA_phage_710",11176,"Not-determined","LYTIC",0,1,0,"GCA_002007605.1","Cellvibrio","Cellvibrio sp. PSBB023",1528,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_711",10938,"High-quality","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_712",10603,"Not-determined","LYTIC",0,1,0,NA,NA,NA,1502,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_713",14530,"High-quality","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_714",10050,"Not-determined","LYTIC",0,1,0,"GCA_001263205.1","Labilithrix","Labilithrix luteola",1529,0,"NO","VC",NA,NA,140,0,123,0,0,0,267,0,0,0,0,0,0,0,0,0
"dsDNA_phage_715",10593,"Not-determined","LYTIC",0,1,0,"GCA_000263795.2","Hydrogenophaga","Hydrogenophaga sp. PBC",NA,NA,NA,NA,NA,NA,2147,0,1447,0,1091,399,1655,458,0,0,0,0,845,0,0,354
"dsDNA_phage_716",10575,"Not-determined","TEMPERATE",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_717",13157,"Complete","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_718",12074,"Not-determined","LYTIC",0,1,0,"GCA_000463015.1","Variovorax","Variovorax paradoxus B4",1530,0,"NO","VC",NA,NA,243,0,144,0,124,0,127,0,0,0,0,0,0,0,0,0
"dsDNA_phage_719",10120,"Not-determined","LYTIC",0,1,0,NA,NA,NA,1511,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,199,0,0,0,0,0,0
"dsDNA_phage_72",16886,"Low-quality","LYTIC",1,0,0,"GCA_001263205.1","Labilithrix","Labilithrix luteola",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,545,0,0,0
"dsDNA_phage_720",10068,"High-quality","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_721",42048,"Low-quality","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_722",15286,"Not-determined","LYTIC",0,1,0,NA,NA,NA,1531,0,"NO","VC",NA,NA,59,0,28,0,0,0,0,0,23,0,0,0,61,0,0,0
"dsDNA_phage_723",10493,"High-quality","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_724",10322,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_725",23611,"Not-determined","LYTIC",0,1,0,NA,NA,NA,1512,0,"NO","OUTLIER",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_726",14973,"Not-determined","LYTIC",0,1,0,"GCA_002844665.1","Candidatus","Candidatus Hodgkinia cicadicola",NA,NA,NA,NA,NA,NA,172,0,132,0,0,0,0,0,51,0,0,0,189,0,0,0
"dsDNA_phage_727",15562,"Not-determined","LYTIC",0,1,0,NA,NA,NA,1450,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_728",10849,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0
"dsDNA_phage_729",21845,"Not-determined","LYTIC",0,1,0,NA,NA,NA,1507,0,"NO","OUTLIER",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_73",31076,"Low-quality","LYTIC",1,0,0,NA,NA,NA,163,0,"NO","OUTLIER",NA,NA,0,0,0,0,0,0,0,0,0,0,651,0,1352,0,0,0
"dsDNA_phage_730",10553,"Not-determined","LYTIC",0,1,0,"GCA_000215705.1","Ramlibacter","Ramlibacter tataouinensis TTB310",NA,NA,NA,NA,NA,NA,2289,0,1228,0,1135,0,1110,152,0,0,0,0,0,0,0,0
"dsDNA_phage_731",10102,"Not-determined","LYTIC",0,1,0,"GCA_000215705.1","Ramlibacter","Ramlibacter tataouinensis TTB310",1532,0,"NO","VC",NA,NA,297,0,144,0,142,0,240,31,0,0,0,0,0,0,0,0
"dsDNA_phage_732",10098,"Not-determined","LYTIC",0,1,0,"GCA_000023345.1","Variovorax","Variovorax paradoxus S110",NA,NA,NA,NA,NA,NA,1262,0,859,0,773,0,1050,0,0,0,0,0,0,0,0,0
"dsDNA_phage_733",10067,"High-quality","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_734",10055,"Not-determined","LYTIC",0,1,0,"GCA_000203875.1","Ralstonia","Ralstonia eutropha JMP134",NA,NA,NA,NA,NA,NA,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_735",14160,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_736",14148,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_737",14107,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_738",14103,"Not-determined","LYTIC",0,1,0,"GCA_001648155.1","Chryseobacterium","Chryseobacterium sp. IHBB 10212",1450,0,"NO","VC",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"dsDNA_phage_739",14049,"Not-determined","LYTIC",0,1,0,"GCA_002752675.1","Massilia","Massilia sp. B2",1450,0,"NO","VC",NA,NA,0,0,0,0,0,0,254,0,0,0,0,0,0,0,0,0
"dsDNA_phage_74",10613,"Not-determined","TEMPERATE",1,0,0,"GCA_000015545.1","Acidovorax","Acidovorax sp. JS42",NA,NA,NA,NA,NA,NA,3011,0,1035,0,1449,127,2302,154,0,0,0,0,0,0,0,0
"dsDNA_phage_740",13012,"Not-determined","LYTIC",0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
